dre,nome,data_inicio,data_fim,cr
643561144,Jemimah Rhead,2016-10-26,2018-09-18,8.6
898445811,Hertha Cameli,2016-10-24,2017-02-01,5.6
882876858,Linet Jack,2017-05-12,2017-08-24,7.1
507134732,Guillema McCosker,2016-03-19,2016-01-14,0.7
988816996,Berk Stephens,2016-12-16,2017-04-02,3.3
631150033,Brittan Brandsma,2016-12-01,2018-11-26,5.6
142550738,Arni Tupper,2015-10-17,2016-01-10,4.6
341395845,Zaneta Paulton,2016-01-23,2016-08-08,9.4
478146433,Rhoda MacCathay,2017-04-01,2018-02-27,9.7
236418957,Derrek Roubottom,2019-07-11,2017-04-29,6.9
037769839,Curry Locker,2017-09-21,2017-11-19,6.1
981621000,Asia Goss,2016-01-14,2016-10-03,7.2
690644191,Lillis Desborough,2015-11-10,2017-05-13,4.5
628810170,Fayina Cottel,2016-03-24,2016-12-23,5.1
679699224,Paco Korneichik,2019-09-19,2017-07-17,4.1
048856352,Merry Conyer,2018-05-05,2018-08-09,5.1
284013850,Karna Rickaert,2016-07-31,2019-08-30,3.3
108732553,Cordey Phlippi,2016-03-17,2017-08-19,9.6
623517087,Alfi Hrinishin,2018-08-21,2016-09-25,6.0
097881347,Holly Alesbrook,2017-02-22,2016-01-27,7.0
617113475,Ranique Brinkman,2018-11-24,2018-02-05,9.9
373162341,Sherilyn Heald,2017-04-09,2019-07-09,8.0
418209981,Penelopa MacClay,2015-10-16,2017-03-01,6.7
972512266,Rafe Welburn,2017-11-19,2018-09-13,8.5
907939228,Odey Lockery,2016-05-15,2018-01-01,0.4
019775339,Mavra Mcmanaman,2018-07-06,2017-04-25,4.8
751735043,Ugo Mattes,2016-06-10,2016-05-27,3.8
909862960,Lian Martinelli,2016-10-03,2017-09-21,5.4
524891877,Paddie Casone,2015-10-13,2018-06-28,5.6
519313444,Shelley Hubble,2016-02-17,2015-10-25,9.4
783000049,Tailor Thomason,2017-06-20,2019-06-15,7.3
752802350,Francklin Gateshill,2017-05-26,2016-12-13,4.6
242545096,Cortie Foli,2018-12-24,2019-04-17,0.7
408316668,Emelen Gager,2017-04-29,2017-05-14,3.6
532975047,Emlyn Bushe,2016-06-17,2018-12-19,2.7
541036012,Wilie Smurthwaite,2017-10-25,2018-03-23,6.1
769431555,Levy Lissimore,2016-02-12,2019-08-21,5.8
976327745,Romona Thackwray,2018-05-18,2018-12-20,6.6
277033518,Dione Boylund,2017-10-01,2019-02-11,1.4
989750847,Teddy Paten,2019-07-18,2019-06-06,6.5
686340707,Sylvia Gumbrell,2015-11-16,2018-06-13,5.4
212455169,Valle Riche,2017-12-30,2018-03-06,0.2
316358732,Elna Reinert,2016-04-28,2018-06-25,4.2
892623582,Jon Williams,2017-07-25,2016-04-30,5.2
776005473,Mendy Phillis,2018-02-24,2018-10-14,7.6
450236488,Orton Al Hirsi,2017-07-14,2016-12-13,4.7
802598424,Hart Cobbing,2017-07-02,2017-04-13,3.9
563429167,Tobie Kew,2016-12-28,2016-05-22,5.3
203668862,Frankie Aucoate,2018-04-01,2017-11-22,7.3
036797680,Freedman Whitton,2018-10-12,2017-03-29,7.8
616619470,Franklyn Picken,2017-03-28,2017-09-12,8.9
825430280,Coletta Yardley,2016-09-15,2017-10-04,2.3
028669889,Des Kenchington,2018-08-11,2017-01-26,1.2
627472200,Alric Hutchens,2018-05-13,2019-02-05,0.7
181927558,Bradly Sapsford,2017-04-05,2018-04-14,6.2
000724025,Jorey McCudden,2016-02-16,2018-08-19,0.1
576786742,Mic Creed,2017-06-28,2015-10-24,8.9
617239122,Mikael Hallin,2019-01-09,2017-05-30,3.1
962748925,Luciano Chillingsworth,2018-01-24,2016-11-16,2.2
882163052,Kristen Instrell,2018-01-06,2018-12-10,5.9
439356738,Joann Sidney,2018-01-09,2017-02-22,2.7
459838556,Job Colwell,2018-11-19,2018-05-04,0.1
284021020,Remy Reed,2015-10-19,2018-08-03,1.7
123257248,Tamas Kohrsen,2016-03-01,2016-01-26,2.9
801603491,Raff Leifer,2018-06-21,2019-01-19,5.8
916653530,Freddy Coite,2016-07-09,2017-12-25,2.1
061331228,Thorn Higounet,2017-03-27,2017-12-07,2.5
907373950,Guglielmo Tern,2016-12-22,2017-02-09,0.2
706948395,Peta Hebson,2016-07-04,2016-02-08,1.3
443824951,Aline Gadd,2017-02-10,2017-03-29,4.5
811127232,Pace Trenholme,2017-09-01,2015-12-16,8.6
442938232,Ramsey Yosselevitch,2019-05-09,2018-08-25,1.5
160360535,Gonzalo Aldersley,2018-11-06,2018-09-06,9.0
595878342,Di Dunmore,2018-05-08,2019-07-17,0.0
411142408,Carny MacLoughlin,2019-03-08,2017-09-06,8.0
388247901,Jefferson Churchman,2015-10-12,2018-09-08,5.9
070702875,Skippie Carbry,2018-08-05,2019-08-13,6.8
180806696,Gilbertina Carbonell,2018-09-03,2016-08-03,6.5
120232084,Vanni Dumini,2018-03-11,2017-08-10,1.7
902463605,Guss Tonnesen,2018-06-06,2019-04-30,8.5
693952535,Godfrey Bradburn,2018-05-09,2018-03-19,10.0
132266628,Anette Thumim,2015-12-30,2015-10-20,2.2
633519649,Missy Freeberne,2016-11-29,2018-11-27,7.1
422506745,Gradey Duddy,2018-04-12,2017-08-30,2.6
595333335,Clarisse Snugg,2018-08-11,2017-01-07,4.0
011888625,Fidelia Speere,2019-02-04,2018-08-15,7.1
261391027,Eduino Kordovani,2019-02-25,2015-11-09,1.9
081512727,Kip Blanque,2018-12-12,2019-07-28,0.6
845544193,Samuele Milberry,2019-02-01,2018-07-01,8.5
003000112,Lebbie Stubs,2019-05-11,2017-04-15,2.5
098243293,Sibella Gonneau,2018-03-08,2017-06-25,1.3
400755550,Rachael Moulsdall,2017-05-06,2019-07-01,4.5
872598129,Pietro Quarrington,2017-04-06,2017-11-18,6.4
590915603,Jerri O'Ruane,2016-05-14,2017-10-08,6.1
728670759,Louella Gormally,2018-02-12,2018-06-05,5.3
140636491,Corenda Fellgett,2016-07-24,2019-09-19,3.0
475365984,Filippo Sandeman,2017-07-04,2019-07-07,7.0
939755468,Hamel Gerardin,2018-05-11,2017-11-22,6.4
524207640,Lusa McNea,2019-08-26,2019-04-06,3.6
090614481,Corri Gamblin,2019-01-27,2019-01-16,7.8
875894031,Farrel Gasgarth,2016-06-27,2015-10-29,1.9
813980963,Anatole Bofield,2016-06-01,2016-04-22,7.6
696400712,Fremont Quilty,2017-10-31,2017-12-24,8.8
586252393,Reid Lindeboom,2018-11-03,2017-02-21,2.8
080438143,Phyllys Midgley,2016-03-07,2017-05-07,8.6
411400302,Emlyn Gordge,2015-12-06,2017-07-02,3.9
908459412,Margeaux Pendre,2019-02-18,2016-10-01,2.3
207348193,Tina Gallimore,2018-11-16,2016-02-04,0.2
016400197,Lia Grieswood,2017-06-11,2019-07-30,9.6
987529254,Philomena Gradley,2018-06-11,2015-10-24,1.0
397789649,Gradey Forsaith,2018-07-24,2019-05-05,4.0
897401069,Carola Hector,2015-12-02,2017-05-24,9.5
894566547,Stearn Carlisso,2016-10-24,2019-07-17,4.8
485008215,Jordan Parrot,2018-07-25,2019-01-05,5.8
988706518,Emyle Pendell,2018-09-07,2015-11-01,7.5
098306909,Blair Joiner,2018-04-28,2018-08-29,4.7
266500020,Andrej Lailey,2016-01-10,2017-12-09,3.9
652383616,Ruddie Hillitt,2018-08-05,2019-06-20,9.9
713789950,Jedidiah Guidotti,2018-06-12,2018-10-14,6.6
987947577,Janella Kettlestringes,2016-02-16,2016-05-14,7.4
743731526,Esma Littlejohn,2017-09-25,2019-08-28,6.3
203934166,Vivian Vuitte,2017-04-29,2017-07-03,3.7
540393428,Rivkah Hockell,2019-09-04,2016-10-05,4.0
030926175,Joline Trobey,2016-08-03,2018-05-30,8.6
021921874,Johnny Iorio,2016-02-08,2018-11-08,0.7
420508088,Jerrilyn Tant,2016-10-05,2016-04-07,7.6
808051420,Pauletta Alessandrelli,2015-12-03,2016-01-17,3.4
957719181,Hercules Gaisford,2018-03-20,2018-04-11,0.3
353656034,Jessamyn Mourgue,2018-09-01,2017-06-17,9.8
063052640,Town Gyrgorwicx,2019-03-03,2018-05-08,8.7
082167537,Niel Scurrell,2018-12-27,2016-08-24,0.9
006457559,Tammy Mossom,2016-01-29,2016-08-03,9.5
037463898,Bobine Whellans,2017-06-24,2018-08-04,4.2
041761116,Nedda Benyon,2018-05-14,2016-11-01,2.6
300817868,Alva Balsellie,2018-09-23,2016-10-04,4.0
308790782,Fidelio McPartlin,2019-05-08,2019-03-26,9.6
473493802,Paulita Gandey,2018-12-25,2016-09-17,6.1
332734524,Yance Medcalfe,2016-08-09,2018-05-11,5.4
312893574,Hunt Youens,2018-12-23,2016-03-23,3.0
210266808,Wit O' Mullane,2018-04-23,2018-06-04,2.7
371110760,Brigg Oldroyde,2019-06-30,2017-11-05,2.4
789623218,Hildegaard Silby,2017-11-13,2015-10-15,4.9
802883197,Ira Humpage,2019-08-16,2017-05-02,5.4
684433439,Grange Ciobotaro,2015-12-20,2016-04-25,3.6
139002605,Coralie Ciardo,2018-09-20,2019-07-21,6.5
969664117,Nikola Garoghan,2019-03-27,2016-01-15,2.1
799610080,Neely Thams,2018-06-28,2016-05-24,8.9
439968087,Allianora Tindall,2017-02-13,2017-09-08,6.1
283593603,Ronny Tesoe,2016-01-25,2017-04-23,9.4
856734619,Arch Scapelhorn,2017-12-03,2016-12-10,1.1
936653437,Cortie Husby,2019-08-02,2019-03-19,5.3
340722038,Meggie Chessill,2017-01-31,2017-07-13,1.8
523657164,Raddy Piatek,2018-07-21,2017-11-24,6.5
214062001,Johny Guitt,2018-11-26,2016-06-12,2.2
300790691,Herman Eddins,2019-05-30,2017-07-02,0.4
620306783,Lian Riddich,2015-12-25,2015-12-23,5.1
460428930,Christel Weatherall,2017-12-03,2016-04-08,1.7
894056997,Kippie Kindall,2018-08-11,2016-12-17,2.9
350918662,Jimmy Guinnane,2016-08-14,2017-02-15,7.4
684231370,Talbot Gemmill,2018-11-20,2016-11-20,8.2
401180662,Richy Maynard,2016-08-17,2018-05-30,5.2
185895240,Liana Bittleson,2016-10-14,2017-11-15,5.3
023141247,Trumaine Hubbold,2018-10-25,2019-07-23,4.2
641997071,Darius Kilalea,2015-10-22,2016-11-10,3.4
254762111,Cyndy Lejeune,2015-11-23,2016-01-10,8.4
259663110,Daniele Jenoure,2018-08-16,2019-09-08,5.3
314049711,Naomi Easbie,2017-12-01,2016-10-08,3.0
393036049,Moreen Whitlow,2019-02-25,2018-04-10,8.0
957536202,Gus Mullen,2018-11-06,2018-06-27,9.7
210356649,Tynan Dallaghan,2016-12-20,2017-12-18,4.8
601194158,Fay Emett,2019-09-10,2018-03-18,7.5
976760476,Happy Willarton,2019-05-26,2017-03-06,6.8
067919722,Jarib Aslott,2019-03-26,2019-04-13,3.4
001708269,Alfy Mallender,2017-07-20,2017-09-28,5.4
668923865,Gert Coils,2018-04-07,2019-03-11,0.8
247144412,Barby Nathan,2018-10-15,2017-11-28,9.7
733893217,Bennie Farnell,2018-03-07,2018-05-13,7.4
006762136,Jorrie Anespie,2018-02-14,2017-01-24,1.0
689733714,Geri Handasyde,2017-03-22,2019-02-03,5.1
848593760,Lonnie Poore,2015-10-11,2019-02-04,5.0
790683644,Reid Antuk,2016-01-09,2019-06-04,3.4
205707436,Keriann Copsey,2016-01-20,2016-08-28,9.8
504542006,Germaine Frearson,2018-08-11,2016-04-17,6.8
300379911,Bruce Ouslem,2016-03-22,2018-10-01,0.6
648569128,Jim Grivori,2018-01-29,2019-03-09,7.0
308600626,Baudoin Feldhammer,2017-02-08,2016-07-29,3.1
183993392,Marrissa Royson,2016-09-04,2016-04-11,9.4
714535421,Cheslie Elph,2018-11-17,2018-01-31,5.1
900431651,Harlan Keable,2019-06-16,2016-02-03,2.1
342052506,Abby Warsop,2017-10-15,2017-07-26,7.8
018622609,Denny Chaster,2016-07-10,2018-07-24,5.9
518272897,Dorie Kohneke,2019-07-10,2019-09-13,5.6
801102287,Derry Iggalden,2017-07-08,2017-04-22,2.2
291040392,Aprilette Ginglell,2017-08-14,2019-07-27,0.7
905386999,Georgianne Polleye,2018-10-08,2016-09-26,5.7
729253911,Elinor Baggallay,2017-11-28,2016-01-06,5.2
094483015,Boniface Lovelock,2016-11-11,2017-03-11,4.0
997615863,Gris MacGow,2017-02-12,2017-06-29,8.4
133358711,Marilyn Stiffell,2018-07-07,2016-03-29,6.4
245562616,Joey Boulger,2016-05-25,2017-05-17,0.2
871368254,Addy Lapping,2017-12-25,2019-01-26,1.3
700487104,Gavra Calvie,2018-12-24,2016-02-29,0.2
346966650,Evangelin Dennick,2019-07-28,2019-01-15,7.3
399615115,Kristian Tocher,2015-12-17,2016-07-04,1.6
496645823,Patrice Mothersdale,2018-03-02,2017-05-10,1.8
423529692,Blaine Lockie,2017-07-20,2018-07-05,9.6
841696218,Akim McClinton,2018-07-06,2018-11-10,4.4
457129775,Sharai Hassekl,2018-03-26,2017-11-23,9.6
197175733,Tami Mintram,2018-09-19,2019-03-12,5.0
776802252,Dodi Rayburn,2018-03-23,2016-05-26,7.8
853534441,Leland Otley,2018-08-21,2018-09-11,2.6
901089404,Mariellen Wolfart,2015-11-20,2019-02-16,1.6
422354069,Simeon Arrol,2016-06-02,2018-05-25,3.8
519804374,Thaxter Scholling,2016-12-01,2019-01-30,2.2
217316957,Lionello Caines,2016-11-10,2016-01-28,4.2
846158270,Glynis Kliemke,2018-01-27,2018-12-03,1.0
586329707,Enriqueta Girault,2017-11-13,2018-07-22,9.3
412773133,Stavro Pyner,2015-12-03,2017-10-07,7.3
077513896,Thorsten Cowperthwaite,2016-04-21,2019-09-22,2.7
013028505,Melisenda Going,2018-04-01,2018-01-09,3.8
382348686,Kalli Leap,2018-05-11,2017-11-15,8.3
901133207,Salvidor Cudworth,2018-12-28,2019-01-03,0.4
848745671,Bev Kubicka,2016-03-24,2016-04-07,2.2
717224526,Myles Tulip,2018-06-30,2019-01-01,6.2
664497318,Lillian Geggus,2016-04-27,2015-10-18,6.1
397908249,Llewellyn Gommey,2018-06-17,2016-12-25,1.6
365764417,Gillie Barns,2018-02-09,2018-10-28,7.8
530032914,Traci Linck,2016-11-03,2018-06-23,3.6
114143512,Burch Ginnaly,2017-06-21,2015-10-27,3.6
006201311,Dulci Alleway,2019-05-21,2019-05-30,0.5
140888059,Chicky Sellar,2019-08-08,2016-06-27,7.8
986674446,Cordy Pocklington,2017-09-06,2017-12-04,3.1
781713549,Loren Moret,2016-08-18,2019-01-04,7.9
247458253,Garrett Saxelby,2018-06-28,2016-06-13,2.4
368301341,Shane Vonderdell,2018-03-30,2019-06-20,3.0
227965428,Shaughn Liptrot,2019-08-17,2019-04-11,0.7
215731723,Joane Kastel,2017-07-22,2017-07-06,5.1
075018839,Ericka Tupper,2017-09-11,2019-01-12,7.1
232362776,Imojean Starcks,2016-05-15,2016-08-08,5.8
295631142,Durante Elster,2017-03-16,2017-12-04,1.8
230789114,Betsy Mainson,2016-05-27,2018-06-26,5.8
029976096,Alika Cutforth,2018-03-21,2017-07-07,10.0
620705229,Lynnette Squibe,2019-04-12,2018-01-25,2.8
228467145,Livia Goody,2018-01-24,2018-01-13,7.3
587579325,Trina Healey,2016-08-30,2017-02-20,4.2
266485658,Genovera Joicey,2016-12-09,2017-07-06,0.3
629949037,Arnold Alpine,2016-01-06,2017-01-27,6.8
745617795,Marna Rilings,2019-09-11,2016-07-24,3.9
618781232,Giacopo Asche,2019-07-10,2019-03-24,4.6
465742639,Riccardo Kiley,2016-11-19,2018-01-08,1.3
964432447,Merrel Camblin,2017-09-11,2019-09-29,5.8
868674326,Blaire Beagin,2016-03-11,2018-11-11,2.2
679484580,Haleigh Joslin,2018-03-13,2017-03-03,6.1
212907539,Darren Manes,2016-10-30,2019-05-17,4.0
346145601,Frasco Bertwistle,2018-05-17,2017-05-25,0.5
665252182,Renado Tinham,2016-05-08,2016-07-01,6.1
529967514,Klemens Antham,2018-04-30,2017-11-18,5.1
751874772,Sigvard Shulver,2018-10-18,2019-08-19,3.5
654025955,Krystyna Garnar,2018-03-10,2018-07-12,3.2
393861642,Somerset MacPeice,2016-08-20,2016-11-17,6.3
363380750,Joey Vasilchikov,2015-10-11,2017-01-03,5.1
512064473,Ruprecht Heady,2018-11-22,2016-03-17,6.1
878281070,Mordy Sherrell,2019-04-04,2016-10-08,2.6
431516272,Lionel Bastin,2016-02-16,2019-09-24,3.5
085977443,Mickie Greatbanks,2016-11-29,2016-12-07,2.4
539914004,Jodi Rizzetti,2017-08-27,2016-02-19,3.7
851161441,Armstrong Ace,2016-03-05,2016-07-03,5.8
004492398,Julissa Canadine,2016-11-18,2017-04-18,0.3
628882270,Kettie Twiddell,2017-06-19,2017-09-06,4.3
444320221,Veriee Salmoni,2018-01-11,2018-08-08,0.4
696104976,Booth O'Downe,2018-06-18,2018-04-09,6.0
225707400,Ichabod Coling,2016-01-03,2017-12-13,4.6
387336299,Harmonia Yeardley,2019-06-20,2018-04-23,8.1
028754380,Dorene Santer,2016-12-13,2019-07-08,5.6
373599991,Kilian Gabrieli,2015-11-12,2016-12-13,2.0
709987725,Earle De Lacey,2016-01-05,2016-09-23,0.7
730896697,Chrisse Mandrake,2016-09-24,2016-10-05,8.4
262095283,Farlay Haylock,2017-09-10,2018-05-10,2.5
115266035,Janek Butters,2016-11-16,2019-03-16,9.2
128845005,Field Armin,2017-07-20,2018-07-21,0.7
904013841,Tobe Flack,2019-04-12,2016-02-27,9.0
993610054,Morty Knightsbridge,2015-11-04,2016-08-04,6.5
742526086,Kaycee Dalli,2019-01-07,2016-03-12,4.6
547678051,Dalt Turri,2018-04-10,2017-04-07,8.8
828533898,Flora Kiddye,2018-11-07,2018-02-18,1.3
432743181,Aloin Simak,2016-10-17,2019-09-11,4.2
640360582,Sherill Saffon,2019-06-24,2016-08-04,2.7
621216678,Hyatt Chazelas,2016-04-05,2017-06-09,3.9
850212342,Lyssa Abbison,2016-10-24,2019-04-13,2.5
906903911,Myrtice Jellman,2019-05-28,2018-06-25,1.6
849429004,Akim Swale,2019-09-27,2016-11-05,7.5
820713279,Cam Thorrington,2017-11-10,2019-04-03,3.9
775424598,Koren Studman,2016-08-23,2019-06-27,3.2
882690580,Pyotr Tydeman,2018-08-16,2018-09-23,1.0
071353188,Marlene Colston,2017-03-15,2017-01-07,1.6
557767790,Ninetta Epton,2017-06-17,2018-12-03,7.0
582437895,Tudor Goscar,2018-11-12,2017-08-22,8.4
587824285,Christie Ayers,2018-09-26,2016-11-18,9.4
499784258,Erhart Tizzard,2017-01-16,2018-12-12,8.0
512844749,Rubi Faux,2016-02-29,2018-11-12,6.3
335830432,Elsworth Fattorini,2016-06-16,2017-08-20,1.9
862178815,Hillary Rickerd,2018-04-07,2017-02-18,8.9
280800891,Brigid Ashby,2017-10-06,2019-05-08,2.2
346297443,Laure Ruusa,2018-03-06,2019-05-15,3.1
142442011,Jenna Portigall,2016-05-29,2018-12-13,2.2
882539768,Concordia Matas,2017-02-01,2017-11-23,0.5
930897834,Hartwell Grisard,2016-08-11,2018-07-26,9.9
251611394,Nanine Waren,2018-11-10,2016-01-09,5.5
441363174,Daffy Lloyd,2019-03-30,2019-07-01,2.9
252791369,Rivi Borsay,2019-04-13,2016-10-11,8.1
224439061,Parke Vosse,2016-05-02,2018-03-28,9.7
966498600,Kally Bowick,2016-02-13,2018-01-13,2.1
097940020,Christal Cudbertson,2019-02-20,2016-05-09,4.2
080495128,Rem Alyutin,2019-04-24,2017-09-18,3.8
107943364,Lem Paulig,2018-11-11,2017-05-06,9.8
364501302,Ashien Breakey,2018-08-10,2018-06-12,3.1
666319959,Darrin Danilishin,2016-03-01,2017-05-12,7.9
367730555,Bart Kobes,2018-04-02,2018-07-18,2.5
681979940,Arlinda Ovanesian,2017-12-19,2018-11-29,8.9
895307698,Twila Van der Merwe,2017-09-14,2017-11-29,4.7
916873702,Ricoriki Camoys,2016-07-17,2017-08-18,6.8
094718188,Timmy Divine,2018-08-04,2017-07-11,0.5
318269451,Robb Beaudry,2019-05-25,2016-01-11,5.8
731381746,Randy Sporton,2019-08-09,2016-06-03,4.5
339918310,Benjamin Litchfield,2017-07-20,2018-06-22,2.8
813085289,Maren Mowsdell,2016-10-03,2016-09-20,6.8
854089327,Brig Diggell,2019-08-11,2015-12-18,3.9
590140566,Helene MacCartair,2016-01-09,2017-11-29,7.8
478783154,Wolfie Quakley,2016-06-18,2018-09-24,3.2
975026743,Staffard Gath,2016-02-16,2017-04-11,3.8
504887591,Doll Chattoe,2017-12-25,2018-11-24,6.7
238787439,Tawnya Guite,2018-12-05,2017-07-19,7.5
152959506,Dorian Seiler,2016-01-30,2018-06-10,7.6
029319415,Sauveur Raoux,2015-10-24,2016-04-14,5.2
110908274,Faith Watt,2017-03-13,2019-07-05,4.3
815936159,Cordelie Miere,2018-05-06,2016-09-03,2.2
806446531,Juanita Lovelace,2017-05-13,2018-12-25,0.7
186382406,Monica Pine,2017-04-18,2016-01-07,7.6
021305707,Keri Treadger,2017-07-04,2018-03-02,1.0
049041185,Tremayne Crisford,2016-10-09,2018-02-12,9.9
748854776,Moe Uvedale,2019-09-30,2017-03-10,3.9
053374464,Norry Budcock,2016-08-12,2017-05-07,4.2
603386094,Deerdre Mara,2018-03-27,2018-02-14,8.4
528553689,Major Crackel,2018-09-20,2016-11-25,2.9
441661779,Sanders Levett,2015-12-30,2016-05-14,3.0
490163008,Anna-maria Kinneally,2016-07-05,2018-02-13,8.0
742185138,Scarlett Swinnard,2016-11-23,2016-04-06,2.6
276415740,Leela Mossdale,2016-04-21,2016-07-16,2.2
927835351,Susan Fierman,2016-10-07,2018-05-11,4.6
485037238,Egon Mussotti,2019-09-08,2017-07-27,0.5
786290537,Schuyler Klais,2018-09-15,2019-06-15,7.8
929970170,Gwendolen Boustead,2016-10-07,2016-01-11,3.6
331901778,Tobiah Halliberton,2016-01-25,2017-11-12,3.4
703476187,Brandais Caso,2016-06-25,2018-08-24,4.5
158343569,Shermy Fermoy,2019-08-16,2019-09-05,8.1
353723697,Adey Livock,2017-10-10,2017-06-25,2.2
971956451,Eugene Kingshott,2016-02-25,2018-07-09,0.4
930373041,Justino Demke,2016-07-18,2018-10-18,0.6
799012799,Shepperd Giller,2016-04-13,2018-02-23,9.7
415154103,Tomi Pritchett,2019-02-22,2016-10-20,2.2
444222826,Sherline Achromov,2017-02-03,2018-07-04,4.8
367360078,Aile Bremmell,2018-01-16,2017-04-30,2.4
525300509,Alan Lasslett,2019-03-06,2016-02-19,3.1
541635747,Stanwood Gisburn,2016-03-26,2018-01-01,0.8
432346073,Sharon Mirrlees,2018-11-26,2017-08-05,8.9
127090544,Milt MacGoun,2016-09-05,2019-08-14,5.4
672320012,Bidget McGiffin,2019-01-31,2017-03-27,6.2
007443049,Twila Ruddom,2019-05-07,2017-10-07,1.5
159310517,Melicent Nuccitelli,2019-08-31,2017-08-22,9.9
151384080,Kelly Eve,2017-03-13,2018-09-14,9.7
647820453,Bernard Seargeant,2018-12-23,2016-03-10,1.2
456226153,Dorolice Wedgwood,2015-11-03,2016-06-14,2.1
602641487,Chickie Drynan,2016-10-11,2017-08-23,5.7
884103739,Palmer Poltun,2018-09-02,2019-10-05,1.3
774349560,Rubin Gronous,2016-07-14,2019-04-09,7.0
297673787,Paco Kitchenman,2016-12-11,2017-10-13,8.4
902969388,Juieta Kennett,2019-04-11,2018-07-01,2.1
439456853,Richy Bulpitt,2019-06-07,2018-10-14,4.2
295398290,Shayne Karpf,2016-08-28,2017-04-04,0.0
704942655,Kahlil Menhenitt,2016-10-19,2016-09-27,1.7
463844438,Claudie Lannen,2017-01-09,2017-12-19,7.6
788759674,Cordey Gibbeson,2019-04-30,2016-07-26,6.7
946872082,Ethe Castagno,2016-12-08,2018-06-28,7.3
191248989,Anthia Watson,2018-05-04,2019-05-24,4.8
739129870,Kerry Insko,2019-05-20,2018-04-09,3.3
336839193,Brenna Dunhill,2018-04-04,2018-09-30,1.3
112064213,Yuma Muzzi,2019-04-06,2018-02-02,7.1
264598560,Sven Hardson,2016-08-27,2018-09-23,0.1
120547303,El Jedras,2017-08-30,2017-05-15,7.8
918883067,Jasun Airs,2017-07-18,2016-12-29,2.2
299991890,Bil Tithacott,2018-06-21,2017-01-09,9.8
347216063,Michel O'Shesnan,2017-12-26,2015-10-19,6.4
600163356,Gonzalo Wandrack,2019-02-19,2016-12-05,0.8
192405691,Clemmy Scholtz,2015-11-23,2016-01-10,4.4
138835267,Federico Verrell,2018-10-20,2016-12-08,2.5
774372061,Alexis Quye,2017-06-21,2019-09-08,2.1
558799567,Neron Gookes,2016-08-20,2017-09-30,5.6
766322383,Karolina Drewell,2017-04-24,2017-02-25,7.9
537962084,Carita Erett,2017-07-10,2018-03-17,7.7
874438306,Nydia Cuffin,2019-07-21,2018-02-12,5.1
000068627,Remington Legier,2018-08-01,2019-04-09,2.3
542472198,Toddie Sample,2018-04-12,2018-09-03,9.2
896173199,Ysabel Robbie,2019-08-18,2016-07-12,2.4
402038081,Mel Matovic,2018-07-27,2016-09-15,6.3
665741518,Ilsa Oiller,2019-06-17,2019-04-09,3.2
759139900,Gwenni Senior,2019-05-15,2017-04-24,5.8
184239547,Ellynn Beenham,2018-12-05,2017-01-27,4.7
681879648,Tarrance Recke,2016-07-05,2017-01-15,3.3
479120621,Erroll Shorthouse,2017-06-25,2016-08-23,9.4
200672560,Field Lanfere,2017-01-27,2016-04-23,4.0
070320806,Berna Munt,2017-02-15,2019-07-01,0.6
396817749,Bobbette Guilfoyle,2016-05-24,2019-09-28,9.5
424238872,Alasteir Sapsed,2019-05-17,2019-10-04,8.0
256100576,Chas Halbard,2016-10-21,2016-11-05,3.0
952676982,Wesley Feltoe,2018-04-27,2018-12-04,5.7
591076044,Kathye Espy,2016-12-26,2019-01-28,4.4
327231600,Thorsten Raselles,2017-07-30,2017-01-06,1.9
348361121,Cthrine Rubinsohn,2018-04-25,2019-03-24,0.2
119369138,Hermione Cowan,2018-07-28,2017-04-22,0.6
849835920,Pincas Feake,2017-02-02,2017-11-14,3.7
588634861,Kameko Hastwall,2019-07-20,2018-12-10,9.7
584258419,Brewer Yuryichev,2016-12-21,2016-01-23,8.0
708646441,Greer Peach,2017-04-12,2016-03-25,0.7
054011436,Karly Scalia,2016-09-15,2017-05-19,5.0
082361604,Erv Gonin,2019-02-15,2017-10-11,1.6
665359412,Lyman Poker,2016-03-23,2019-08-10,2.2
394706474,Alysa Seedull,2018-11-03,2019-03-30,8.4
238035831,Lorens Klimochkin,2019-02-27,2017-12-30,6.1
201054851,Meriel Thoumas,2015-11-28,2017-06-19,5.7
962100347,Beth Ramel,2018-03-23,2016-09-11,9.8
026319224,Tremayne Ovett,2018-06-15,2018-03-28,1.5
863369201,Marsh Tremaine,2019-10-01,2016-09-26,1.3
842210361,Annaliese Cosyns,2019-09-27,2016-08-14,5.4
081957576,Meredeth Goode,2017-12-10,2019-04-20,8.2
439756050,Titus Abells,2016-03-27,2018-09-15,9.4
002330561,Herc Morsley,2017-05-19,2018-09-17,9.5
529740191,Nathanial Sheeran,2016-08-06,2019-05-04,4.2
179930332,Janetta Prugel,2017-12-23,2019-02-14,0.5
862130946,Reinold Leathart,2018-03-09,2016-07-01,3.7
829380046,Isidore De Simoni,2018-03-11,2019-03-01,5.9
246927650,Gery Najara,2017-09-23,2016-01-04,6.1
617137186,Aprilette Sumption,2017-08-01,2018-03-22,9.7
769343832,Jackelyn Carbry,2015-12-06,2019-06-11,9.1
132606137,Fredek Ison,2016-09-21,2018-10-15,3.0
373820919,Kip Wingatt,2018-12-27,2015-10-27,2.9
561773062,Hadrian Middlebrook,2017-11-14,2019-06-10,1.8
036727688,Thibaut Filisov,2018-10-02,2016-11-10,6.3
